make,model,year,mileage,body_type,transmission,fuel_type,drivetrain,engine_cylinders,engine_volume,color,price
NISSAN,Sentra,2017,150747,Sedan,Automatic,Petrol,Front,4.0,1.8,Grey,627
FORD,Escape,2011,130306,Jeep,Automatic,Hybrid,4x4,4.0,2.5,Green,314
HYUNDAI,Tucson,2018,38945,Jeep,Automatic,Diesel,Front,4.0,1.7,Silver,43714
LEXUS,RX 350,2015,37000,Jeep,Tiptronic,Petrol,Front,6.0,3.5,Black,54882
TOYOTA,Prius,2008,176000,Hatchback,Variator,Hybrid,Front,4.0,1.5,Silver,12544
HYUNDAI,H1,2016,124708,Universal,Automatic,Diesel,Front,4.0,2.5,Grey,44517
FORD,Explorer,2013,46616,Jeep,Automatic,Petrol,Front,4.0,3.5,White,65024
LEXUS,CT 200h,2014,132563,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Red,11447
SUZUKI,Grand Vitara,2006,299200,Jeep,Automatic,Petrol,4x4,6.0,2.7,Silver,13700
MERCEDES-BENZ,ML 350,2014,0,Jeep,Automatic,Diesel,4x4,6.0,3.5,Silver,1646
MAZDA,CX-9,2011,134157,Sedan,Automatic,Petrol,4x4,6.0,3.7,Black,549
TOYOTA,Prius,2009,211200,Hatchback,Variator,Petrol,Front,4.0,1.8,Silver,17876
CHEVROLET,Orlando,2016,122198,Jeep,Automatic,Diesel,Front,4.0,1.6,Black,23304
HYUNDAI,Sonata,2015,283895,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,15367
TOYOTA,Prius,2014,68000,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,23000
VOLKSWAGEN,Jetta,1999,248000,Sedan,Manual,Petrol,Front,4.0,2.0,Black,4704
HYUNDAI,Elantra,2013,80000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Grey,13172
TOYOTA,Prius,2013,298248,Jeep,Automatic,Hybrid,Front,4.0,1.8,White,549
MERCEDES-BENZ,ML 350,2008,213998,Jeep,Automatic,Diesel,4x4,6.0,3.0,Silver,282
CHRYSLER,Crossfire,2005,100000,Cabriolet,Automatic,Petrol,Rear,8.0,3.0,Silver,13799
HYUNDAI,H1,2012,230000,Universal,Automatic,Diesel,Front,4.0,2.5,Yellow,17346
HYUNDAI,Sonata,2013,115000,Sedan,Automatic,Hybrid,Front,4.0,2.4,Carnelian red,17249
BMW,535,2011,156000,Sedan,Tiptronic,Petrol,Rear,6.0,3.0,Black,34497
LEXUS,CT 200h,2011,228610,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Black,470
CHEVROLET,Orlando,2014,161296,Jeep,Automatic,Diesel,Front,4.0,1.6,White,19080
LEXUS,GX 460,2011,160138,Jeep,Automatic,Petrol,4x4,8.0,4.6,White,43278
TOYOTA,Prius,2015,104795,Sedan,Automatic,Hybrid,Front,4.0,1.8,White,2038
OPEL,Astra G,2000,185777,Sedan,Automatic,CNG,Front,4.0,1.6,Blue,5959
HYUNDAI,H1,2014,173490,Minivan,Automatic,Diesel,Front,4.0,2.5,Black,23436
MERCEDES-BENZ,CLK 200,2000,226000,Coupe,Automatic,Petrol,Rear,4.0,2.0,Black,7213
BMW,X4,2015,96360,Jeep,Automatic,Petrol,4x4,4.0,2.0,White,14269
HYUNDAI,Accent,2012,114500,Sedan,Automatic,Diesel,Front,4.0,1.6,Silver,13589
LEXUS,RX 350,2010,136542,Jeep,Automatic,Petrol,Front,6.0,3.5,Blue,3450
SSANGYONG,Actyon,2010,121899,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,20005
MITSUBISHI,Montero,2003,101000,Jeep,Tiptronic,CNG,4x4,6.0,3.8,White,9408
HYUNDAI,Sonata,2015,510248,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,9252
MINI,Cooper F-56,2014,86234,Coupe,Manual,Petrol,Front,3.0,1.5,Black,18503
TOYOTA,Prius,2011,142000,Hatchback,Variator,Hybrid,Front,4.0,1.8,Beige,17249
MERCEDES-BENZ,ML 350,2012,145227,Jeep,Automatic,Diesel,4x4,6.0,3.0,Grey,157
BMW,528,2009,275000,Sedan,Tiptronic,Petrol,Rear,6.0,3.0,Black,14740
TOYOTA,Prius,2010,150000,Hatchback,Variator,Hybrid,Front,4.0,1.8,White,17876
DAEWOO,Gentra,2009,91930,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,3763
INFINITI,G37,2011,158128,Sedan,Automatic,Petrol,Rear,6.0,3.7,Silver,470
MERCEDES-BENZ,ML 350,2011,246600,Jeep,Automatic,Diesel,4x4,6.0,3.0,Grey,12074
FORD,Edge,2016,8000,Jeep,Tiptronic,Petrol,4x4,4.0,2.0,Black,50178
FORD,Escape,2010,131000,Jeep,Automatic,Hybrid,Front,4.0,2.5,Grey,17249
BMW,320,1996,357806,Coupe,Manual,Petrol,Rear,6.0,2.0,Blue,6586
SSANGYONG,Korando,2014,72030,Jeep,Automatic,Diesel,Front,4.0,2.0,Blue,28830
DODGE,Avenger,2012,350421,Sedan,Automatic,Petrol,Front,6.0,3.6,Grey,392
BMW,X5,2015,160000,Jeep,Automatic,Diesel,4x4,6.0,3.0,Black,94083
HONDA,Insight,2010,171200,Sedan,Tiptronic,Petrol,Front,4.0,1.3,Red,11917
HONDA,FIT,2009,185000,Hatchback,Automatic,Petrol,Front,4.0,1.3,Grey,8781
BMW,X6 Limited,2012,95000,Jeep,Tiptronic,Petrol,4x4,6.0,3.0,Black,62722
FORD,Escape,2008,349288,Jeep,Automatic,Hybrid,Front,4.0,0.4,Blue,1333
FORD,Fusion,2015,88795,Sedan,Automatic,Hybrid,Front,4.0,2.0,Black,2587
JAGUAR,S-type,2003,0,Sedan,Automatic,Petrol,Rear,6.0,3.0,Blue,314
KIA,Picanto,2017,46000,Sedan,Manual,Petrol,Front,4.0,1.2,Silver,14000
TOYOTA,CHR,2019,78424,Jeep,Automatic,Petrol,Front,4.0,2.0,Red,5488
TOYOTA,Camry,2018,127515,Sedan,Automatic,Hybrid,Front,4.0,2.5,Black,9722
MERCEDES-BENZ,E 350,2011,132630,Sedan,Automatic,Diesel,Rear,6.0,3.5,Silver,314
TOYOTA,Prius,2010,159382,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,3293
AUDI,A4,2013,157584,Sedan,Automatic,Petrol,4x4,4.0,2.0,Black,282
TOYOTA,RAV 4,2015,58285,Jeep,Automatic,Petrol,4x4,4.0,2.5,Blue,23521
CHEVROLET,Cruze,2012,122488,Sedan,Tiptronic,Petrol,Front,4.0,1.4,Golden,12858
HYUNDAI,Elantra,2017,25635,Sedan,Automatic,Petrol,Front,4.0,1.6,Black,1019
MITSUBISHI,Airtrek,2002,168000,Jeep,Tiptronic,Petrol,4x4,4.0,2.0,White,8781
VAZ,2103 03,1981,55000,Sedan,Manual,Petrol,Front,4.0,1.3,Orange,2800
CHEVROLET,Cruze,2009,49232,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,6272
HYUNDAI,Sonata,2015,600805,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,12544
BMW,528,2015,118907,Sedan,Automatic,Petrol,Rear,4.0,2.0,White,549
BMW,X1,2013,108000,Jeep,Tiptronic,Petrol,Front,12.0,2.0,Black,28225
TOYOTA,Corolla LE,2012,124000,Sedan,Automatic,Petrol,Front,4.0,1.8,Black,16308
MERCEDES-BENZ,ML 350,2012,193267,Jeep,Automatic,Diesel,4x4,6.0,3.5,Grey,22266
MERCEDES-BENZ,E 350,2008,175614,Sedan,Automatic,Diesel,Rear,6.0,3.0,Black,2430
TOYOTA,Prius,2010,287146,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Blue,314
TOYOTA,Prius,2015,123778,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Grey,4234
JEEP,Grand Cherokee,2017,44690,Jeep,Automatic,Petrol,Front,6.0,3.6,Brown,1490
HYUNDAI,I30,2012,183380,Hatchback,Automatic,Diesel,Front,4.0,1.6,Grey,17634
HYUNDAI,Elantra,2007,150863,Sedan,Automatic,Petrol,Front,4.0,1.6,White,11992
VOLKSWAGEN,Jetta,2017,28000,Sedan,Manual,Petrol,Front,4.0,1.4,White,23521
TOYOTA,Prius,2008,337600,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Blue,3920
MINI,Countryman,2011,119416,Jeep,Manual,Petrol,Front,4.0,1.6,Blue,19757
DODGE,Avenger,2012,110000,Sedan,Tiptronic,Petrol,Front,4.0,2.4,Blue,10976
NISSAN,Presage,2004,0,Minivan,Automatic,CNG,4x4,4.0,2.5,Beige,10000
HYUNDAI,Sonata,2015,30258,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,13799
TOYOTA,Camry,2013,202994,Sedan,Automatic,Petrol,Front,4.0,2.5,Black,94
BMW,X5,2014,158000,Jeep,Tiptronic,Petrol,4x4,6.0,3.5,White,77775
HONDA,FIT,2014,0,Hatchback,Automatic,Hybrid,Front,4.0,1.4,Yellow,10192
TOYOTA,Camry,2012,94000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,White,20071
GMC,Acadia,2011,177376,Jeep,Automatic,Petrol,Front,6.0,3.6,Black,2352
HYUNDAI,Santa FE,2014,212762,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,30583
SUBARU,Forester,2013,173000,Jeep,Variator,Petrol,4x4,4.0,2.5,Blue,9095
TOYOTA,CHR,2019,10610,Jeep,Automatic,Petrol,Front,4.0,2.0,Silver,470
MERCEDES-BENZ,E 320,2000,0,Sedan,Tiptronic,Petrol,Rear,6.0,3.2,Black,9500
VOLKSWAGEN,Passat,2001,0,Sedan,Manual,CNG,Front,4.0,1.8,Blue,6899
HYUNDAI,Santa FE,2015,153958,Jeep,Automatic,Diesel,Front,4.0,2.0,White,44247
FORD,Transit,2003,13000,Microbus,Manual,Diesel,Rear,4.0,2.4,Black,2300
HYUNDAI,Sonata,2016,248705,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,15681
KIA,Sorento,2014,43340,Jeep,Automatic,Diesel,Front,4.0,2.0,White,29793
HYUNDAI,Elantra,2010,71202,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,16894
FORD,Escape,2011,128000,Jeep,Automatic,Petrol,4x4,4.0,2.4,Silver,14426
TOYOTA,Prius,2013,91400,Hatchback,Tiptronic,Hybrid,Front,4.0,1.5,Silver,16935
LEXUS,GX 470,2013,154115,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,1490
VOLKSWAGEN,Golf,1996,220000,Hatchback,Manual,Petrol,Front,4.0,1.6,Black,3763
HYUNDAI,Grandeur,2014,253966,Sedan,Automatic,Petrol,Front,4.0,3.0,White,25205
KIA,Optima,2014,98579,Sedan,Automatic,Petrol,Front,4.0,2.4,Grey,15681
HONDA,Civic,2015,80542,Sedan,Automatic,Petrol,Front,4.0,1.8,Grey,2038
CHEVROLET,Orlando,2016,30374,Jeep,Automatic,Diesel,Front,4.0,1.6,Silver,15677
HYUNDAI,H1,2012,75437,Minivan,Automatic,Diesel,Front,4.0,2.5,Grey,22423
HYUNDAI,Tucson,2015,103589,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,32954
FORD,Escape,2010,174926,Jeep,Automatic,Hybrid,Front,4.0,2.5,Grey,862
FORD,Explorer,2014,48515,Jeep,Automatic,Petrol,Front,4.0,3.5,Black,63839
FORD,Fusion,2014,124493,Sedan,Automatic,Hybrid,Front,4.0,2.0,White,314
MERCEDES-BENZ,A 190,1987,240000,Sedan,Manual,Petrol,Rear,4.0,2.0,Green,2822
LEXUS,NX 300,2016,53649,Jeep,Automatic,Hybrid,Front,4.0,2.5,Grey,106957
HYUNDAI,H1,2011,69624,Minivan,Automatic,Diesel,Front,4.0,2.5,Black,18654
HYUNDAI,Sonata,2015,311337,Sedan,Automatic,LPG,Front,4.0,2.0,White,10976
CHEVROLET,Cruze,2012,90815,Sedan,Automatic,Diesel,Front,4.0,2.0,White,16766
VOLKSWAGEN,Jetta,2012,120000,Sedan,Tiptronic,Petrol,Front,5.0,2.5,White,14113
AUDI,A4,2014,42395,Sedan,Automatic,Petrol,4x4,4.0,2.0,Grey,1254
FORD,C-MAX,2013,72000,Hatchback,Automatic,Hybrid,Front,4.0,2.0,Grey,19757
CHEVROLET,Volt,2017,52062,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Blue,26030
TOYOTA,Highlander,2016,109344,Jeep,Automatic,Hybrid,4x4,6.0,3.5,White,10663
OPEL,Corsa,1996,211375,Hatchback,Manual,Petrol,Front,4.0,1.6,Black,2500
BUICK,Encore,2016,10295,Jeep,Tiptronic,Petrol,Front,4.0,1.4,Silver,25716
HYUNDAI,Santa FE,2011,151594,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,27889
OPEL,Astra,2008,155485,Hatchback,Manual,Petrol,Front,6.0,1.4,White,12544
BMW,X5,2012,274098,Jeep,Automatic,Diesel,4x4,6.0,3.0,White,7213
TOYOTA,Prius,2007,150000,Sedan,Automatic,Hybrid,Front,4.0,1.5,Grey,12544
NISSAN,Juke Juke,2012,55395,Jeep,Automatic,Petrol,Front,4.0,1.6,Black,21953
LEXUS,GX 460,2015,188078,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,5018
HYUNDAI,H1,2016,96334,Minivan,Automatic,Diesel,Front,4.0,2.5,Grey,42218
MITSUBISHI,Galant,2003,84000,Sedan,Tiptronic,Petrol,Front,4.0,2.0,Black,5331
LEXUS,NX 200,2016,37514,Jeep,Automatic,Petrol,Front,4.0,2.0,Silver,60684
DODGE,RAM,2012,0,Sedan,Automatic,Petrol,Front,8.0,5.7,White,7056
CHEVROLET,Volt,2017,125358,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Grey,188
SSANGYONG,REXTON,2009,77016,Jeep,Automatic,Diesel,Front,4.0,2.7,Silver,9063
LEXUS,RX 350,2015,54822,Jeep,Automatic,Petrol,4x4,6.0,3.5,Black,22266
HYUNDAI,H1,2014,198916,Minivan,Automatic,Diesel,Front,4.0,2.5,Yellow,25264
NISSAN,Juke,2011,133000,Jeep,Automatic,Petrol,Front,4.0,1.6,Blue,20385
TOYOTA,Prius C,2014,51000,Sedan,Variator,Hybrid,Front,4.0,1.5,White,20071
OPEL,Astra,1998,150000,Sedan,Manual,Petrol,Front,4.0,1.6,Blue,6899
HONDA,FIT,2007,0,Hatchback,Automatic,Petrol,Front,4.0,1.3,Silver,30
TOYOTA,Prius,2011,160000,Sedan,Automatic,Hybrid,Front,4.0,1.8,White,15900
LEXUS,CT 200h,2015,94949,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,1725
SSANGYONG,Actyon,2011,146610,Jeep,Automatic,Diesel,Front,4.0,2.0,White,16894
CHEVROLET,Captiva,2015,78356,Jeep,Automatic,Diesel,Front,4.0,2.2,Silver,25763
CHEVROLET,Spark,2014,34855,Sedan,Automatic,Petrol,Front,4.0,1.0,White,8778
FORD,Transit,2001,240000,Microbus,Manual,Diesel,Rear,6.0,2.4,White,20385
GMC,Acadia,2001,335739,Pickup,Automatic,Petrol,Rear,8.0,4.8,Green,314
MERCEDES-BENZ,ML 300,2007,180000,Jeep,Tiptronic,Diesel,4x4,6.0,3.0,Black,25089
HYUNDAI,Elantra,2014,84640,Sedan,Automatic,Petrol,Front,4.0,1.6,White,25889
MITSUBISHI,Pajero,1997,159000,Jeep,Automatic,Diesel,4x4,4.0,2.8,Blue,17249
VOLVO,V50,2010,180300,Goods wagon,Manual,Diesel,Front,4.0,1.6,Black,16308
DAEWOO,Lacetti,2011,239917,Sedan,Automatic,Petrol,Front,4.0,1.6,White,8097
HYUNDAI,Genesis,2013,95605,Coupe,Automatic,Petrol,Front,4.0,2.0,Black,41048
AUDI,A8,2003,170000,Sedan,Tiptronic,Petrol,4x4,8.0,3.7,Black,34845
TOYOTA,Camry,2014,130478,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,862
FORD,Transit,2008,107000,Microbus,Manual,Diesel,Front,4.0,2.2,Yellow,15524
AUDI,Q3,2016,1717,Sedan,Automatic,Petrol,4x4,4.0,2.0,Black,16308
HYUNDAI,Sonata,2012,93816,Sedan,Automatic,Hybrid,Front,4.0,2.4,Black,282
HYUNDAI,H1,2018,45535,Universal,Automatic,Diesel,Front,4.0,2.5,Silver,45436
HYUNDAI,Elantra,2011,148552,Sedan,Automatic,Petrol,Front,4.0,1.8,Black,13485
FORD,Escape,2008,175000,Jeep,Automatic,Hybrid,Front,4.0,2.3,Sky blue,13485
HYUNDAI,Santa FE,2015,147542,Jeep,Automatic,Diesel,Front,4.0,2.0,Blue,44247
OPEL,Astra,1999,0,Universal,Automatic,Diesel,Front,4.0,2.0,Silver,4861
MERCEDES-BENZ,E 350,2012,318285,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,627
DODGE,Caliber journey,2010,83000,Jeep,Automatic,Petrol,Front,4.0,2.4,Black,16480
CHEVROLET,Cruze,2011,169875,Sedan,Automatic,Diesel,Front,4.0,2.0,White,9832
HONDA,FIT,2004,150000,Hatchback,Variator,Petrol,Front,4.0,1.3,Silver,7527
MERCEDES-BENZ,E 350,2013,107800,Sedan,Automatic,Diesel,Rear,6.0,3.5,Grey,5802
TOYOTA,Prius,2012,164688,Sedan,Variator,Plug-in Hybrid,Front,4.0,1.8,White,6272
FORD,Taurus,2013,72407,Sedan,Automatic,Petrol,Front,4.0,2.0,White,39499
MERCEDES-BENZ,CLK 200 208,1999,16400,Coupe,Manual,Petrol,Rear,4.0,2.0,Blue,7527
HYUNDAI,H1,2011,259306,Universal,Automatic,Diesel,Front,4.0,2.5,Yellow,15612
CHEVROLET,Cruze,2012,148000,Sedan,Tiptronic,Petrol,Front,4.0,1.4,Grey,10036
HYUNDAI,Sonata,2016,239291,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,11290
HYUNDAI,I30,2010,103000,Hatchback,Automatic,Petrol,Front,4.0,1.6,Grey,13877
TOYOTA,Camry,2012,112501,Sedan,Automatic,Hybrid,Front,4.0,2.5,Sky blue,16935
MERCEDES-BENZ,E 300,2017,26802,Sedan,Automatic,Diesel,Rear,4.0,2.0,Black,314
HONDA,FIT,2011,160000,Hatchback,Automatic,Hybrid,Front,4.0,1.3,Black,12231
HYUNDAI,Santa FE,2012,206608,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,29777
FORD,Fusion,2015,100747,Sedan,Automatic,Hybrid,Front,4.0,2.0,Green,2822
SSANGYONG,Korando,2013,77917,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,23138
TOYOTA,Corolla,2011,190789,Sedan,Automatic,Petrol,Front,4.0,1.8,Pink,1411
HONDA,FIT,2005,224476,Hatchback,Automatic,Petrol,Front,4.0,1.3,Silver,8467
HYUNDAI,Sonata,2015,510853,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,9252
TOYOTA,Camry,2014,130478,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,862
OPEL,Combo,2007,210000,Goods wagon,Manual,Diesel,Front,4.0,1.3,White,7840
NISSAN,Serena,2012,121000,Minivan,Automatic,Hybrid,Front,4.0,2.0,Silver,13172
BMW,328,2016,70195,Sedan,Automatic,Petrol,Rear,4.0,2.0,White,9722
HYUNDAI,Elantra,2015,110000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Silver,10349
MERCEDES-BENZ,E 350,2010,189530,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,12388
HYUNDAI,Sonata,2014,0,Sedan,Automatic,Petrol,Front,4.0,2.4,Blue,1803
HYUNDAI,H1,2014,189167,Minivan,Automatic,Diesel,Front,4.0,2.5,Grey,27093
CHEVROLET,Cruze LT,2017,49439,Sedan,Automatic,Petrol,Front,4.0,1.4,Grey,18033
HONDA,FIT,2016,4422,Hatchback,Automatic,Petrol,Front,4.0,1.3,Silver,13476
HYUNDAI,Elantra,2016,86391,Sedan,Automatic,Petrol,Front,4.0,1.8,Silver,32274
KIA,Optima,2013,47232,Sedan,Automatic,Petrol,Front,4.0,2.0,Silver,8947
MERCEDES-BENZ,E 240,1999,253000,Sedan,Manual,Petrol,Rear,6.0,2.4,Silver,8000
TOYOTA,Corolla,2015,127680,Sedan,Automatic,Petrol,Front,4.0,1.8,Grey,2509
TOYOTA,Camry,2018,142000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,White,28225
CHEVROLET,Matiz,2006,120000,Hatchback,Automatic,Petrol,Front,3.0,0.8,Red,7840
NISSAN,Juke,2012,136712,Sedan,Automatic,Petrol,4x4,4.0,1.6,White,470
MERCEDES-BENZ,Vito,2009,220000,Minivan,Manual,Diesel,Rear,4.0,2.2,White,19444
HYUNDAI,Santa FE,2014,175126,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,35579
CHEVROLET,Orlando,2012,156834,Jeep,Automatic,Diesel,Front,4.0,2.0,Golden,15125
MERCEDES-BENZ,E 320,2003,228000,Sedan,Tiptronic,LPG,Rear,6.0,3.2,Black,16308
HONDA,Cr-v,2002,177000,Jeep,Manual,CNG,4x4,4.0,2.0,Silver,9095
KIA,Optima,2013,53217,Sedan,Automatic,Petrol,Front,4.0,2.0,Silver,11917
OPEL,Astra,2000,0,Sedan,Manual,CNG,Front,4.0,2.0,Blue,6272
HYUNDAI,Sonata,2016,381135,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,13172
HYUNDAI,Sonata,2015,471632,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,12544
KIA,Sportage,2016,53000,Jeep,Tiptronic,Diesel,Front,4.0,2.0,Silver,40142
HYUNDAI,Elantra,2012,160160,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Black,16935
BMW,X5,2004,16000,Jeep,Tiptronic,CNG,4x4,6.0,3.0,Silver,16308
SSANGYONG,Korando,2013,71561,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,24920
SUBARU,Forester,2013,84000,Jeep,Automatic,Petrol,4x4,4.0,2.5,White,22580
HYUNDAI,Sonata,2011,224349,Sedan,Automatic,Hybrid,Front,4.0,2.4,Grey,3450
TOYOTA,Aqua,2012,46756,Hatchback,Automatic,Petrol,Front,4.0,1.5,Black,16900
TOYOTA,Avalon,2017,91000,Sedan,Tiptronic,Hybrid,Rear,4.0,2.5,Black,37633
TOYOTA,Aqua,2012,134000,Hatchback,Variator,Hybrid,Front,4.0,1.5,Silver,10349
MERCEDES-BENZ,S 550,2007,167000,Sedan,Tiptronic,LPG,Rear,8.0,5.5,Silver,40769
BMW,328,2012,206400,Sedan,Tiptronic,Petrol,Rear,4.0,2.0,Black,26657
HYUNDAI,Elantra,2016,150000,Sedan,Automatic,Diesel,Front,4.0,1.6,White,22549
HYUNDAI,Elantra,2010,159048,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,13771
HYUNDAI,Tucson,2010,140123,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,15957
VOLKSWAGEN,Jetta,2013,321890,Sedan,Automatic,Diesel,Front,4.0,2.0,Silver,157
MERCEDES-BENZ,E 350,2016,77205,Sedan,Automatic,Diesel,Rear,6.0,3.5,Grey,1568
VOLKSWAGEN,Tiguan,2014,59200,Jeep,Tiptronic,Petrol,4x4,4.0,2.0,Silver,27911
HYUNDAI,Elantra,2015,125386,Jeep,Automatic,Petrol,Front,4.0,1.8,White,4391
BMW,X5,2012,195982,Jeep,Automatic,Petrol,4x4,6.0,3.0,Black,11133
TOYOTA,Prius,2010,137000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,White,13642
TOYOTA,Camry,2013,124912,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,3763
MERCEDES-BENZ,CLA 250,2014,64000,Sedan,Tiptronic,Petrol,Front,4.0,2.0,White,40456
KIA,Optima,2014,172800,Sedan,Tiptronic,Petrol,Front,4.0,2.4,Silver,12544
HYUNDAI,Elantra,2012,132000,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,18826
HONDA,Cr-v,1999,224863,Jeep,Manual,CNG,Front,4.0,2.0,Black,9408
TOYOTA,Prius C,2018,10000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Grey,31047
HYUNDAI,Tucson,2016,90000,Jeep,Automatic,Diesel,Front,4.0,2.0,White,37580
FORD,Fusion,2013,201000,Sedan,Tiptronic,Petrol,Front,4.0,1.6,Silver,9722
CHEVROLET,Cruze,2016,47543,Sedan,Tiptronic,Petrol,Front,4.0,1.4,Sky blue,20385
VOLKSWAGEN,Jetta,2012,119619,Sedan,Automatic,Diesel,Front,4.0,2.0,Black,9408
HONDA,Civic,2017,3355,Sedan,Automatic,Petrol,Front,4.0,1.5,Blue,62161
HYUNDAI,Sonata,2015,409910,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,15367
HYUNDAI,Elantra,2016,47074,Hatchback,Automatic,Petrol,Front,4.0,2.0,Silver,627
HONDA,Stream,2004,0,Minivan,Automatic,Petrol,Front,4.0,1.7,Silver,6899
HYUNDAI,Santa FE,2012,148310,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,29580
HYUNDAI,Sonata,2019,1446,Jeep,Automatic,Petrol,Front,4.0,2.4,Black,9565
VOLKSWAGEN,Passat,2014,64000,Sedan,Automatic,Petrol,Front,4.0,1.8,White,15681
HYUNDAI,Elantra,2016,88000,Sedan,Automatic,Petrol,Front,4.0,2.0,Black,25089
KIA,Optima,2012,183342,Sedan,Tiptronic,Petrol,Front,4.0,2.4,Grey,11290
MAZDA,CX-5,2012,96000,Jeep,Tiptronic,Diesel,Front,4.0,2.2,Blue,19000
FORD,Fusion,2013,113000,Sedan,Tiptronic,Petrol,Front,4.0,1.6,Grey,11604
TOYOTA,Prius,2007,180000,Sedan,Automatic,Petrol,Front,4.0,1.5,Red,11917
TOYOTA,Camry,2015,241227,Sedan,Automatic,Hybrid,Front,4.0,2.5,Silver,9722
HYUNDAI,Santa FE,2016,111875,Jeep,Automatic,Diesel,Front,4.0,2.0,Blue,56121
FORD,Transit,2008,156000,Goods wagon,Manual,Diesel,Front,4.0,2.2,White,11604
HONDA,Civic,2015,59179,Sedan,Automatic,Petrol,Front,4.0,1.8,White,41193
HONDA,FIT,2014,62000,Hatchback,Automatic,Petrol,Front,4.0,1.3,White,24239
FORD,Escape,2008,256000,Jeep,Automatic,Hybrid,4x4,4.0,2.5,Sky blue,16308
AUDI,A3,2004,260000,Coupe,Manual,Diesel,Front,4.0,2.0,Silver,9722
LEXUS,RX 450,2015,143619,Jeep,Automatic,Hybrid,4x4,6.0,3.5,Black,13956
MERCEDES-BENZ,E 350,2010,189530,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,12388
NISSAN,Terrano,1998,165000,Jeep,Manual,Diesel,4x4,4.0,2.7,Red,8624
HONDA,FIT,2008,145000,Hatchback,Tiptronic,Petrol,Front,4.0,1.5,Blue,12858
SSANGYONG,REXTON,2015,102118,Jeep,Automatic,Diesel,Front,4.0,2.0,Blue,45044
HONDA,Insight,2009,125000,Sedan,Automatic,Hybrid,Front,4.0,1.3,White,10976
SUBARU,XV,2015,250005,Jeep,Automatic,Petrol,4x4,4.0,2.0,Black,19444
TOYOTA,RAV 4,2017,29333,Jeep,Automatic,Petrol,Front,4.0,2.5,Grey,706
AUDI,Allroad,2005,256000,Sedan,Tiptronic,Petrol,4x4,6.0,2.7,Silver,11917
MERCEDES-BENZ,ML 350,2011,186542,Jeep,Automatic,Diesel,4x4,6.0,3.5,White,2038
SSANGYONG,REXTON,2014,87681,Jeep,Automatic,Diesel,Front,4.0,2.0,Black,45633
TOYOTA,Celica,2000,204000,Coupe,Manual,Petrol,Front,4.0,1.8,Silver,5645
HONDA,FIT,2013,114577,Hatchback,Automatic,Petrol,Front,4.0,1.3,Brown,6611
HONDA,Civic,2017,12047,Coupe,Automatic,Petrol,Front,4.0,1.5,Blue,59834
